,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_bars,num_sections,num_segments
10,3sY6z4pGcxpMwx3W026WtU,Peace of Mind,Boston,['Boston'],0.421,0.677,4,-6.183,1,0.000989,9.65e-05,0.211,0.683,127.67,303587,4,160,11,800
11,5UYPZZDQfpCE7A0FDDqv4k,Foreplay / Long Time,Boston,['Boston'],0.436,0.657,5,-8.868,1,0.00975,0.00748,0.0931,0.21,118.693,467640,4,231,18,1517
12,5XPv30nzEZOFS10mKGbtQ7,Up Around The Bend,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.589,0.85,2,-6.143,1,0.0606,0.779,0.274,0.813,130.318,161467,4,86,7,539
13,6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.647,0.762,2,-5.856,1,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4,51,6,523
14,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.741,0.697,0,-7.028,1,0.0664,2.28e-05,0.133,0.774,116.109,160133,4,74,6,526
15,5e6x5YRnMJIKvYpZxLqdpH,Fortunate Son,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.636,0.746,0,-3.785,1,0.0648,0.29,0.173,0.432,132.31,138053,4,75,6,531
16,4YMLW13PuuO7o3jkIWlKAs,Down On The Corner,Creedence Clearwater Revival,['Creedence Clearwater Revival'],0.831,0.544,0,-9.288,1,0.594,0.00389,0.0736,0.856,108.177,166280,4,73,8,619
17,3GGkKcUEC4xMxbJ9HEjWNg,The Jean Genie - 2013 Remastered Version,David Bowie,['David Bowie'],0.583,0.612,9,-7.101,1,0.355,8.55e-06,0.444,0.774,128.252,247450,4,129,10,874
18,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,David Bowie,['David Bowie'],0.299,0.443,0,-12.621,1,0.0748,0.000138,0.177,0.434,139.539,318813,4,181,14,983
19,66lOpKgTyFjOrac4S1s94g,Rebel Rebel - 1999 Remaster,David Bowie,['David Bowie'],0.676,0.92,9,-7.96,1,0.00101,8.65e-06,0.248,0.624,126.341,269360,4,140,10,943
20,7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,['David Bowie'],0.49,0.758,7,-6.491,1,0.000671,0.484,0.092,0.435,112.114,371413,4,171,15,1234
21,3ZE3wv8V3w2T2f7nOCjV0N,Life on Mars? - 2015 Remaster,David Bowie,['David Bowie'],0.442,0.384,10,-14.635,1,0.639,7.7e-05,0.0539,0.216,123.281,235987,4,116,10,718
22,5AIYDx0HUjra5Bn0vZtjmd,Starman - 2012 Remastered Version,David Bowie,['David Bowie'],0.475,0.459,5,-10.261,1,0.149,1.43e-06,0.561,0.537,100.113,254295,4,106,10,854
23,0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,Deep Purple,['Deep Purple'],0.616,0.612,0,-11.084,1,0.169,0.434,0.101,0.897,114.558,337613,4,160,14,1290
24,3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,['Derek & The Dominos'],0.404,0.903,1,-3.88,1,0.577,0.297,0.287,0.498,115.672,423840,4,205,15,1322
25,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,['Dire Straits'],0.73,0.868,5,-7.325,1,0.0632,0.0661,0.318,0.923,148.217,350400,4,212,14,1438
26,1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,['Don McLean'],0.531,0.481,4,-11.709,0,0.699,0.0,0.0842,0.491,138.45,516893,4,294,19,1659
27,0scrtPmtlIVwwk9s4LXJ8n,Son Of A Preacher Man,Dusty Springfield,['Dusty Springfield'],0.367,0.472,9,-11.902,1,0.195,0.0,0.0874,0.761,179.686,146627,4,108,7,555
28,4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,Eagles,['Eagles'],0.575,0.67,7,-10.39,1,0.343,4.95e-06,0.129,0.74,139.191,211578,4,119,11,725
29,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,['Eagles'],0.579,0.508,2,-9.484,1,0.00574,0.000494,0.0575,0.609,147.125,391376,4,239,19,1425
30,6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,['Eagles'],0.667,0.755,9,-7.246,1,0.0966,6.94e-05,0.0523,0.883,109.535,286220,4,131,11,1129
31,38zsOOcu31XbbYj9BIPUF1,Your Song,Elton John,['Elton John'],0.554,0.315,3,-11.028,1,0.828,5.53e-06,0.101,0.325,128.157,241787,4,128,11,774
32,2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,['Elton John'],0.601,0.532,10,-9.119,1,0.432,6.25e-06,0.0925,0.341,136.571,281613,4,160,11,917
33,7DiaNCPgH5dJ1cJ925jTAA,Let It Rain,Eric Clapton,['Eric Clapton'],0.442,0.616,2,-11.417,1,0.111,0.00321,0.0993,0.746,122.267,301267,4,154,11,1043
34,2udGjDmpK1dH9VGyw7nrei,Cocaine,Eric Clapton,['Eric Clapton'],0.699,0.502,9,-12.526,1,0.0607,0.0337,0.317,0.676,105.267,221640,4,94,12,800
35,0hlniElQOr5tvSKBaSpAQi,Second Hand News - 2004 Remaster,Fleetwood Mac,['Fleetwood Mac'],0.696,0.942,9,-5.252,1,0.242,0.00571,0.0524,0.502,117.56,176307,4,84,10,763
36,2X6gdRlGOQgfaXU9ALUQFQ,The Chain,Fleetwood Mac,['Fleetwood Mac'],0.546,0.529,9,-13.6,1,0.0629,0.000567,0.0383,0.574,151.727,271000,4,169,11,974
37,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,['Fleetwood Mac'],0.73,0.487,4,-10.991,1,0.258,0.01,0.0852,0.731,114.965,226653,4,105,11,885
38,1gcESexgftSuLuML57Y69q,All Right Now,Free,['Free'],0.787,0.472,2,-12.824,1,0.221,0.000336,0.153,0.824,120.059,330643,4,164,16,1186
39,1chu8wc9zbNqTQ2ahROys1,My Sweet Lord,George Harrison,['George Harrison'],0.537,0.685,1,-8.935,0,0.0705,0.0,0.0839,0.542,120.965,281227,4,139,17,944
40,7HNi7CtMCfk36QbvZUBuZz,Alone Again (Naturally),Gilbert O'Sullivan,"[""Gilbert O'Sullivan""]",0.557,0.501,8,-6.813,0,0.645,5.36e-05,0.174,0.588,171.765,216933,4,154,11,753
41,4Zau4QvgyxWiWQ5KQrwL43,Radar Love,Golden Earring,['Golden Earring'],0.504,0.719,1,-9.155,0,0.00878,0.00149,0.075,0.177,102.144,386707,4,164,12,1493
42,3XcjIvaZVUFAIdIYZqY9bd,We're An American Band - Remastered 2002,Grand Funk Railroad,['Grand Funk Railroad'],0.637,0.89,7,-4.872,1,0.119,6.72e-05,0.103,0.923,127.689,207093,4,108,10,855
43,7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,John Lennon,['John Lennon'],0.547,0.257,0,-12.358,1,0.907,0.183,0.0935,0.169,75.752,187867,4,55,8,495
44,3ntrdR24dLkKrzSGRv1FlH,Stand By Me - Remastered 2010,John Lennon,['John Lennon'],0.632,0.556,9,-10.138,1,0.29,0.0215,0.0779,0.633,104.996,211667,4,91,10,710
45,0yexbZEbpP3FvHGjDyyFYi,Grandview,John Mellencamp,"['John Mellencamp', 'Martina McBride']",0.669,0.611,9,-8.803,1,0.0317,3.35e-06,0.121,0.943,107.526,231880,4,103,8,796
46,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,['Kansas'],0.475,0.322,7,-10.687,1,0.367,0.00056,0.11,0.387,93.503,206267,4,79,9,709
47,2SUpC3UgKwLVOS2FtZif9N,Carry on Wayward Son,Kansas,['Kansas'],0.452,0.788,7,-5.712,1,0.00283,0.000116,0.441,0.793,126.739,322093,4,167,16,1156
48,4TOMI010Sd4ZAX4aZ5TS85,Perfect Day,Lou Reed,['Lou Reed'],0.4,0.267,10,-12.488,1,0.744,0.00734,0.103,0.0872,144.799,225000,3,177,9,581
49,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,['Lou Reed'],0.575,0.318,0,-16.729,1,0.683,0.000202,0.0934,0.385,104.522,254173,4,109,13,1084
50,0vSiz90JRxvYsbCTx84oVM,Gimme Three Steps,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.644,0.823,9,-8.092,1,0.296,0.00115,0.126,0.917,133.39,270293,4,148,11,939
51,6kZFIsYCBeuH0f1zGk1UoM,Simple Man,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.461,0.734,1,-9.379,1,0.00079,0.00554,0.22,0.423,120.55,357933,4,179,13,1067
52,4JNi40t7xR5bO3PWxRkiPN,Free Bird,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.279,0.852,7,-7.838,1,0.0119,0.076,0.0624,0.438,117.418,558933,4,286,19,1874
53,4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,['Lynyrd Skynyrd'],0.597,0.605,7,-12.013,1,0.181,0.000331,0.118,0.886,97.782,281147,4,116,12,1061
54,0IcMHVRujoO8hi4Ib85iTz,Spirit In The Sky,Norman Greenbaum,['Norman Greenbaum'],0.624,0.538,2,-9.188,1,0.121,0.0255,0.0556,0.526,128.374,241920,4,127,10,850
55,54X78diSLoUDI3joC2bjMz,Purple Rain,Prince,['Prince'],0.367,0.452,10,-10.422,1,0.0353,0.00228,0.689,0.189,113.066,520787,4,247,20,1536
56,1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,['Queen'],0.414,0.404,0,-9.928,0,0.271,0.0,0.3,0.224,71.105,354320,4,105,17,1087
57,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - 2011 Mix,Queen,['Queen'],0.559,0.868,5,-5.276,1,0.0475,0.000176,0.776,0.609,156.295,209413,4,135,10,777
58,57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,['Queen'],0.933,0.528,5,-6.472,0,0.112,0.329,0.163,0.756,109.975,214653,4,97,11,834
59,2AkmdLbVKS1steeZdy8H1l,I Want To Break Free - Single Remix,Queen,['Queen'],0.795,0.435,4,-8.927,1,0.0841,0.00026,0.0763,0.596,108.95,258013,4,115,12,944
60,4090PyjhaukeGh0c93jh1Y,Stuck In The Middle With You,Stealers Wheel,['Stealers Wheel'],0.749,0.74,7,-4.965,1,0.0552,0.000569,0.16,0.962,124.463,206560,4,103,5,743
61,63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,['Steppenwolf'],0.438,0.71,2,-12.412,1,0.262,0.537,0.221,0.53,145.928,210373,4,127,10,801
62,3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,Steve Miller Band,['Steve Miller Band'],0.561,0.754,9,-12.769,0,0.61,0.0194,0.328,0.642,100.08,282693,4,116,8,1151
63,5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,Stevie Nicks,['Stevie Nicks'],0.591,0.804,0,-7.299,1,0.327,5.98e-06,0.0818,0.658,111.457,329413,4,152,14,1445
64,1XDgeeNIbwXobo7EkcLa2u,Give A Little Bit,Supertramp,['Supertramp'],0.533,0.822,2,-5.419,1,0.0637,0.00795,0.259,0.463,91.353,248173,4,91,12,863
65,41aOyMZXFwvwRpugIlNCGF,Ramblin' Man,Allman Brothers Band,['Allman Brothers Band'],0.311,0.832,1,-8.29,1,0.486,0.00128,0.235,0.933,178.873,288160,4,215,14,1138
66,2sb9IkeoFSoJwFM5347Xi2,Old Before My Time,Allman Brothers Band,['Allman Brothers Band'],0.445,0.578,7,-7.423,1,0.293,0.000602,0.0909,0.259,124.902,323840,4,167,12,947
67,7J4WbEdRTZGJDsSr5AACCw,Midnight Rider,Allman Brothers Band,['Allman Brothers Band'],0.392,0.334,7,-18.294,1,0.515,0.0946,0.0892,0.621,189.394,179933,4,137,10,634
68,3XC7Jd6SfrQYKZJ6inyRHK,House of the Rising Sun,The Animals,['The Animals'],0.316,0.484,9,-9.11,0,0.000334,0.00445,0.0912,0.299,117.363,269907,3,172,13,882
69,5JT7CoUSGNk7mMNkHMQjqr,Love Me Do - Mono / Remastered,The Beatles,['The Beatles'],0.524,0.88,0,-3.865,1,0.404,0.000191,0.154,0.758,148.058,140173,4,84,7,480
70,1dfuJYDSIc41cw5RPsaCF1,Help! - Remastered 2015,The Beatles,['The Beatles'],0.602,0.736,11,-6.51,0,0.149,0.0,0.0776,0.819,94.931,139240,4,53,8,512
71,0vXGSlE4ft3n5JHZMHHSIj,Day Tripper - Remastered 2015,The Beatles,['The Beatles'],0.665,0.782,6,-8.438,0,0.12,4.19e-06,0.125,0.731,137.453,169000,4,93,8,615
72,5Kw6fC8wyRgMYfBDtEklYM,Penny Lane - Remastered 2015,The Beatles,['The Beatles'],0.679,0.592,9,-5.963,1,0.0964,0.0138,0.16,0.55,113.265,180520,4,83,10,601
73,3H7sv3Krffn15BufUuXzf3,Hey Jude - Remastered 2015,The Beatles,['The Beatles'],0.386,0.607,10,-7.7,1,0.0112,1.38e-05,0.088,0.532,147.207,425653,4,260,21,1354
74,22QadBPe0QCuqraFVAr1m3,Let It Be - Remastered 2015,The Beatles,['The Beatles'],0.445,0.436,0,-8.536,1,0.58,2.63e-05,0.112,0.483,139.848,230440,4,133,12,714
75,0MKqeOVdZcUFGJvWpGCKbG,Come Together - Remastered,The Beatles,['The Beatles'],0.533,0.376,9,-11.913,0,0.0302,0.248,0.0926,0.187,165.007,259947,4,178,15,878
76,45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,The Beatles,['The Beatles'],0.557,0.54,9,-10.484,1,0.0339,0.00248,0.179,0.394,129.171,185733,4,97,6,654
77,3UDmHZcBTQp8Iu8droNtUl,Revolution - Remastered 2009,The Beatles,['The Beatles'],0.407,0.834,6,-9.224,1,0.0734,0.00021,0.241,0.71,121.38,205293,4,99,11,683
78,389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps - Remastered 2009,The Beatles,['The Beatles'],0.453,0.654,4,-8.855,0,0.0205,0.00395,0.172,0.702,115.0,285000,4,134,14,945
79,064SVQsmWl5EF0zahmzkQk,Let Your Love Flow,The Bellamy Brothers,['The Bellamy Brothers'],0.679,0.553,3,-14.687,1,0.0611,7.16e-06,0.139,0.946,109.071,198760,4,87,11,777
80,2fja4gHzPsIXiK4bMeU0hN,Listen to the Music,The Doobie Brothers,['The Doobie Brothers'],0.643,0.526,1,-15.147,0,0.214,4.21e-06,0.069,0.881,105.922,227173,4,97,11,1019
81,3x1v32I3SZNvC7q7bDhcGm,Black Water - Single Version,The Doobie Brothers,['The Doobie Brothers'],0.543,0.307,2,-18.253,1,0.334,0.0,0.044,0.649,168.169,258613,4,179,12,963
82,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,['The Doobie Brothers'],0.575,0.912,7,-7.275,0,0.0916,0.00211,0.0562,0.843,117.399,207267,4,100,10,1013
83,7cy1bEJV6FCtDaYpsk8aG6,China Grove,The Doobie Brothers,['The Doobie Brothers'],0.623,0.91,9,-8.448,1,0.319,0.000448,0.081,0.745,145.624,195307,4,114,8,744
84,3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly,The Doors,['The Doors'],0.564,0.587,4,-7.393,0,0.0573,0.00485,0.0416,0.966,147.462,198467,4,119,11,786
85,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,['The Doors'],0.549,0.722,11,-11.729,0,0.25,0.0138,0.11,0.716,103.885,434720,4,183,21,1410
86,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,['The Doors'],0.421,0.751,9,-9.584,1,0.2,0.0,0.17,0.789,89.839,145867,4,54,4,540
87,0JNZGIavoUrdup1NsgJOQs,Alabama Song (Whisky Bar),The Doors,['The Doors'],0.568,0.645,5,-8.363,1,0.543,0.0,0.191,0.901,170.676,197400,4,138,8,591
88,3LQPTJEqOfljGBxmpgUnoC,American Woman,The Guess Who,['The Guess Who'],0.55,0.726,2,-8.51,1,0.146,0.00608,0.428,0.37,92.697,307493,4,119,10,1280
89,5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,['The Hollies'],0.757,0.868,9,-9.326,1,0.411,0.00221,0.355,0.815,138.923,199200,4,111,10,792
90,4QkvD53COA5qLA7rQ1Pa7D,Nobody But Me,The Human Beinz,['The Human Beinz'],0.568,0.75,2,-8.913,1,0.0731,0.0,0.121,0.407,75.82,140440,4,42,7,554
91,6ALPLbDJ9eWVij9ep3Cgf4,Going Underground,The Jam,['The Jam'],0.319,0.836,11,-6.706,1,0.00364,1.84e-05,0.1,0.94,180.56,174507,4,126,9,705
92,0gdmDP6xy3ZV7JNoHWAN9k,Town Called Malice,The Jam,['The Jam'],0.542,0.91,7,-8.924,1,0.00228,0.00524,0.0686,0.775,101.774,173320,4,72,10,740
93,5NTH2uKOrXuNTrVKZwArwM,Sunny Afternoon - Mono Mix,The Kinks,['The Kinks'],0.564,0.535,0,-7.13,1,0.19,0.0,0.0674,0.463,124.224,213240,4,108,9,637
94,3okPiJwW5nCLpug12sCL4p,All Day and All of the Night,The Kinks,['The Kinks'],0.563,0.915,7,-5.062,1,0.247,8.46e-05,0.0613,0.71,136.345,142227,4,80,8,470
95,1oG2vWELiGjIqxwqGcyqwF,You Really Got Me,The Kinks,['The Kinks'],0.567,0.959,8,-3.822,1,0.0995,6.07e-05,0.1,0.961,137.377,133933,4,73,8,511
96,7bIQeY33PkduZRmR3h9BIY,Lola - Remastered,The Kinks,['The Kinks'],0.468,0.839,9,-7.39,1,0.459,0.461,0.151,0.935,151.842,242027,4,149,9,967
97,1HOMkjp0nHMaTnfAkslCQj,My Sharona,The Knack,['The Knack'],0.586,0.7,0,-9.558,1,0.0589,0.00125,0.0318,0.897,147.245,295400,4,178,11,1045
98,63rva3TBizr6x1Yp5uwKfD,California Dreamin',The Mamas & The Papas,['The Mamas & The Papas'],0.554,0.667,1,-10.226,0,0.628,0.0,0.0486,0.597,112.749,157960,4,72,7,496
99,3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,The Police,['The Police'],0.618,0.748,0,-8.905,1,0.0384,4.1e-06,0.0477,0.662,134.001,191500,4,108,6,620
